exact_notimelimit_sol,exact_notimelimit_time,exact_TL_sol,exact_TL_time,rssv_tbPMP_exact_sol,rssv_tbPMP_exact_time,rssv_tbPMP_exact-vns_sol,rssv_tbPMP_exact-vns_time
,0,"234479616,687298","48,7407388687134","182918895,625153","31,1586229801178","46449665,8174937",0
,0,"92604894,5511226","71,4674139022827","107742652,057915","40,446524143219","46221762,9471528","1129,77911877632"
,0,"92604894,5511226","90,0496969223022","107742652,057915","46,7437460422516","46210420,3363467","2498,33846592903"
,0,"92604894,5511226","106,947036981583","107742652,057915","55,3307030200958","46207394,1662324","3049,01374793053"
,0,"92604894,5511226","163,010629892349","71623249,9398713","80,5859739780426","46040727,0164775","3458,79425477982"
,0,"92604894,5511226","218,921226978302","48427130,6474568","87,7304091453552",,
,0,"92604894,5511226","297,797633886337","48427130,6474568","102,68545293808",,
,0,"58370665,0892571","360,931458950043","48427130,6474568","117,023009061813",,
,0,"57169060,0189995","449,831472873688","46449665,8174938","166,706684112549",,
,0,"47985966,2481538","514,758932828903","46449665,8174938","186,155955076218",,
,0,"47985966,2481538","584,951792955399","46449665,8174938","209,387362957001",,
,0,"47985966,2481538","726,080502033234","46449665,8174938","236,870321035385",,
,0,"47985966,2481538","1120,8337290287","46449665,8174938","255,916326999664",,
,0,"47985966,2481538","1245,07028985024","46449665,8174938","288,792335987091",,
,0,"47985966,2481538","1368,57352685928","46449665,8174938","323,810472011566",,
,0,"47985966,2481538","1652,85637784004","46449665,8174938","358,006130933762",,
,0,"47985966,2481538","1791,05119895935","46449665,8174938","385,329149961472",,
,0,"47985966,2481538","2025,21464800835","46449665,8174938","425,137779951096",,
,0,"47985966,2481538","2357,11507582664","46449665,8174938","477,888011932373",,
,0,"47985966,2481538","2625,7438108921","46449665,8174938","526,507396936417",,
,0,"47985966,2481538","2849,44779586792","46449665,8174938","586,307486057282",,
,0,"47985966,2481538","3441,39263486862","46449665,8174938","634,287675142288",,
,0,,,"46449665,8174938","685,207790136337",,
,0,,,"46449665,8174938","733,805927991867",,
,0,,,"46449665,8174938","776,328293085098",,
,0,,,"46449665,8174938","824,10895895958",,
,0,,,"46449665,8174938","877,605310916901",,
,0,,,"46449665,8174938","930,764804124832",,
,0,,,"46449665,8174938","988,189755916596",,
,0,,,"46449665,8174938","1047,08079314232",,
,0,,,"46449665,8174938","1112,63040399551",,
,0,,,"46449665,8174938","1171,75899195671",,
,0,,,"46449665,8174938","1235,44691991806",,
,0,,,"46449665,8174938","1310,4363360405",,
,0,,,"46449665,8174938","1382,64468407631",,
,0,,,"46449665,8174938","1436,96293091774",,
,0,,,"46449665,8174938","1468,81330704689",,
,0,,,"46449665,8174938","1475,53470611572",,
,0,,,"43830763,5090996","1786,99978303909",,
,0,,,"43830763,5090996","1795,44366908073",,
,0,,,"43830763,5090996","1801,48266196251",,
,0,,,"43830763,5090996","1824,62467813492",,
,0,,,"43830763,5090996","1838,40756797791",,
,0,,,"43830763,5090996","1899,68528604507",,
,0,,,"43830763,5090996","1933,82274794579",,
,0,,,"43830763,5090996","2041,57875800133",,
,0,,,"43807485,0571566","2072,46672511101",,
,0,,,"43788300,5853988","2163,70672512054",,
,0,,,"43788300,5853988","2177,80150008202",,
,0,,,"43788300,5853988","3607,47568511963",,
